cord_uid,source_x,title,license,abstract,publish_time,authors,journal,publish_year,abstract_word_count
oxiczrzq,PMC; WHO,684 Contribution of Pulmonary Diseases to COVID-19 Mortality in a Diverse Community of New York City,no-cc,"INTRODUCTION: New York City has been one of the largest epicenters of the COVID-19 pandemic. This provided a wealth of data to examine the characteristics of COVID-19 patients in this multi-ethnic city, while assessing the contributions of cardio-metabolic burden and pulmonary conditions as potential “at-risk” conditions for COVID-19. We assessed the relative contribution of common upper and lower airway pulmonary diseases in determining the likelihood of COVID-19-related mortality independent of other medical conditions, health risks, and sociodemographic factors. METHODS: We analyzed data from one of the largest US-based case series of patients with COVID-19, captured from an academic health network in NYC. A total of 11,512 hospitalized patients (March 2-May 24, 2020) were tested with 4,446 (38.62%) receiving a positive diagnosis for COVID-19. EHR queries yielded age at time of testing, sex, race/ethnicity aggregated as non-Hispanic black, Asian and Hispanic referenced to non-Hispanic white; cardio-metabolic conditions (hypertension, hyperlipidemia, diabetes, obesity, peripheral artery disease, and coronary artery disease); pulmonary disease (e.g., COPD, sleep apnea, or asthma); autoimmune disease; and cancer. Mortality was based on the patient state (alive or deceased) at the moment of discharge. We included only patients who had been discharged alive or had expired. Anaconda Python 3.7 was used to perform all analyses. RESULTS: Among patients testing positive, 959 (21.57%) died of COVID-19-related complications at the hospital. Multivariate-adjusted Cox proportional hazards modeling showed mortality risks were strongly associated with greater age (HR=1.05; 95%CI:1.04–1.05), ethnic minority (HR=1.26; 95%CI:1.10–1.44), low household income (HR=1.29; 95%CI:1.11, 1.49), and male sex (HR=0.85; 95%CI:0.74, 0.97). Higher mortality risks were also associated with a history of COPD (HR=1.27; 95%CI:1.02–1.58), obesity (HR=1.19; 95%CI:1.04–1.37) and peripheral artery disease (HR=1.33; 95%CI:1.05–1.69). We observed a significantly higher rate of COVID-19 cases (43.8% vs 39.6%, p<0.05) among patients with sleep apnea (7.72%). However, they did not have a significantly higher mortality rate (13.0% vs 11.8%, NS), although they experienced a longer hospital stay (7.1±7.7 vs 6.1±7.5, p<0.01). CONCLUSION: Patients with COPD had the highest odds of COVID-19 mortality. Sociodemographic factors including increased age, male sex, low household income, ethnic minority status were also independently associated with greater mortality risks. SUPPORT (IF ANY): K07AG052685, R01MD007716, R01HL142066, K01HL135452, R01HL152453",2021-05-03,"Jean-Louis, Giardin; Seixas, Azizi; Cejudo, Jaime Ramos; Osorio, Ricardo; Avirappattu, George; Reid, Marvin; Parthasarathy, Sairam",Sleep,2021.0,357
e1htl489,Medline; PMC,"Risk, resilience, psychological distress, and anxiety at the beginning of the COVID‐19 pandemic in Germany",cc-by,"BACKGROUND: The current COVID‐19 pandemic comes with multiple psychological stressors due to health‐related, social, economic, and individual consequences and may cause psychological distress. The aim of this study was to screen the population in Germany for negative impact on mental health in the current COVID‐19 pandemic and to analyze possible risk and protective factors. METHODS: A total of 6,509 people took part in an online survey in Germany from 27 March to 6 April. The questionnaire included demographic information and ascertained psychological distress, anxiety and depressive symptoms, and risk and protective factors. RESULTS: In our sample, over 50% expressed suffering from anxiety and psychological distress regarding the COVID‐19 pandemic. Participants spent several hours per day thinking about COVID‐19 (M = 4.45). Psychological and social determinants showed stronger associations with anxiety regarding COVID‐19 than experiences with the disease. CONCLUSIONS: The current COVID‐19 pandemic does cause psychological distress, anxiety, and depression for large proportions of the general population. Strategies such as maintaining a healthy lifestyle and social contacts, acceptance of anxiety and negative emotions, fostering self‐efficacy, and information on where to get medical treatment if needed, seem of help, while substance abuse and suppression of anxiety and negative emotions seem to be associated with more psychological burden.",2020-07-07,"Petzold, Moritz Bruno; Bendau, Antonia; Plag, Jens; Pyrkosch, Lena; Mascarell Maricic, Lea; Betzler, Felix; Rogoll, Janina; Große, Julia; Ströhle, Andreas",Brain Behav,2020.0,205
p11q5dcp,Medline; PMC; WHO,Incidence and Outcomes of Pulmonary Embolism among Hospitalized COVID-19 Patients,cc-by,"Objectives: Patients with COVID-19 may be at high risk for thrombotic complications due to excess inflammatory response and stasis of blood flow. This study aims to assess the incidence of pulmonary embolism among hospitalized patients with COVID-19, risk factors, and the impact on survival. Methods: A retrospective case-control study was conducted at Al-Noor Specialist Hospital in Saudi Arabia between 15 March 2020 and 15 June 2020. Patients with confirmed COVID-19 diagnosis by a real-time polymerase chain reaction (PCR) and confirmed diagnosis of pulmonary embolism by Computed Tomography pulmonary angiogram (CTPA) formed the case group. Patients with confirmed COVID-19 diagnosis by a real-time polymerase chain reaction (PCR) and without confirmed diagnose of pulmonary embolism formed the control group. Logistic regression analysis was used to identify predictors of pulmonary embolism and survival. Results: A total of 159 patients participated were included in the study, of which 51 were the cases (patients with pulmonary embolism) and 108 patients formed the control group (patients without pulmonary embolism). The incidence of PE among those hospitalized was around 32%. Smoking history, low level of oxygen saturation, and higher D-dimer values were important risk factors that were associated with a higher risk of developing PE (p < 0.05). Higher respiratory rate was associated with higher odds of death, and decreased the possibility of survival among hospitalized patients with PE. Conclusions: Pulmonary embolism is common among hospitalized patients with COVID-19. Preventive measures should be considered for hospitalized patients with smoking history, low level of oxygen saturation, high D-dimer values, and high respiratory rate.",2021-07-18,"Badr, Omaima Ibrahim; Alwafi, Hassan; Elrefaey, Wael Aly; Naser, Abdallah Y.; Shabrawishi, Mohammed; Alsairafi, Zahra; Alsaleh, Fatemah M.",Int J Environ Res Public Health,2021.0,255
dq114l7x,Medline; WHO,Effectiveness of Adding a Mask Recommendation to Other Public Health Measures,unk,No Abstract,,"Bundgaard, Henning; Ringgaard, Anna K; Raaschou-Pedersen, Daniel Emil Tadeusz; Bundgaard, Johan Skov; Iversen, Kasper K",Ann Intern Med,,2
m1y1xjl2,Medline; PMC,Middle East Respiratory Syndrome Coronavirus and Pulmonary Tuberculosis Coinfection: Implications for Infection Control,no-cc,"Coinfection of Middle East respiratory syndrome coronavirus (MERS-CoV) with tuberculosis (TB) has not been previously reported. Here, we present 2 cases with both MERS-CoV and pulmonary TB. The first case was a 13-year-old patient who was admitted with a 2-month history of fever, weight loss, night sweats, and cough. The second patient was a 30-year-old female who had a 4-week history of cough associated with shortness of breath and weight loss of 2 kg. The 2 patients were diagnosed with pulmonary TB and had positive MERS-CoV. Both patients were discharged to complete their therapy for TB at home. It is likely that both patients had pulmonary TB initially as they had prolonged symptoms and they subsequently developed MERS-CoV infection. It is important to carefully evaluate suspected MERS-CoV patients for the presence of other infectious diseases, such as TB, especially if cohorting is done for suspected MERS-CoV to avoid nosocomial transmission.",2017-07-06,"Alfaraj, Sarah H.; Al-Tawfiq, Jaffar A.; Altuwaijri, Talal A.; Memish, Ziad A.",Intervirology,2017.0,150
oy4zf3x7,Medline; PMC,Does Stringency of Lockdown Affect Air Quality? Evidence from Indian Cities,no-cc,"The precipitous spread of COVID-19 has created a conflict between human health and economic well-being. To contain the spread of its contagious effect, India imposed a stringent lockdown, and then the stringency was relaxed to some extent in its succeeding phases. We measure social benefits of the lockdown in terms of improved air quality in Indian cities by quantifying the effects with city-specific slope coefficients. We find that the containment measures have resulted in improvement in air quality, but it is not uniform across cities and across pollutants. The level of PM(2.5) decreases from about 6 to 25% in many cities. Moreover, we observe that partial relaxations do not help in resuming economic and social activities. It should also be noted that counter-virus measures could not bring levels of the emissions to WHO standards; it highlights the importance of role of green production and consumption activities.",2020-08-15,"Kumar, Surender; Managi, Shunsuke",Econ Disaster Clim Chang,2020.0,146
3prof1a7,Medline; PMC,An efficient multi-biometric cancellable biometric scheme based on deep fusion and deep dream,no-cc,"Today, biometrics are the preferred technologies for person identification, authentication, and verification cutting across different applications and industries. Sadly, this ubiquity has invigorated criminal efforts aimed at violating the integrity of these modalities. Our study presents a multi-biometric cancellable scheme (MBCS) that exploits the proven utility of deep learning models to fuse multi-exposure fingerprint, finger vein, and iris biometrics by using an Inspection V3 pre-trained model to generate an aggregate tamper-proof cancellable template. To validate our MBCS, we employed an extensive evaluation including visual, quantitative, and qualitative assessments as well as complexity analysis where average outcomes of 99.158%, 24.523 dB, 0.079, 0.909, 59.582 and 23.627 were recorded for NPCR, PSNR, SSIM, UIQ, SD and UACI respectively. These quantitative outcomes indicate that the proposed scheme compares favourably against state-of-the-art methods reported in the literature. To further improve the utility of the proposed MBCS, we are exploring its refinement to facilitate generation of cancellable templates for real-time biometric applications in person authentication at airports, banks, etc.",2021-11-01,"El-Rahiem, Basma Abd; Amin, Mohamed; Sedik, Ahmed; Samie, Fathi E. Abd El; Iliyasu, Abdullah M.",J Ambient Intell Humaniz Comput,2021.0,164
3c5m1gmx,Elsevier; PMC,"Personal respiratory protection and resiliency in a pandemic, the evolving disposable versus reusable debate and its effect on waste generation",no-cc,"The COVID-19 pandemic sweeping much of the globe is not anticipated to be short in duration, with contingency plans suggesting that it may last at least eighteen months. In the United States, one of the critical issues in coping with the pandemic has been a lack of essential personal protective equipment (PPE), at the local, state, and national level. As COVID-19 is primarily transferred through respiratory routes, adequate respiratory protection is a dire necessity. The shift from durable and reusable medical supplies in recent years to their single use counterparts has reduced the resiliency of the medical system with respect to PPE and other critical supplies in the current pandemic. This work explores the role of reusable compared to single use respiratory protection in the current pandemic, including reprocessing of single use options, from the perspective of number of equivalent protection devices needed. The current state of literature is also reviewed to provide context to this work, with respect to resource procurement. The economic cost of PPE throughout a pandemic is explored, and it is found that utilizing reusable PPE options depending on filter cycling may be less costly. Increased waste production is another issue with the current pandemic, and this is explored utilizing a mass basis, finding that reusable respiratory PPE would generate less waste than using single use PPE in a business as usual scenario. As future outbreaks of COVID-19 are likely along with other future pandemics, this work provides insights at how to prepare from the standpoint of PPE, and in particular respiratory protection.",2020-11-20,"Hicks, Andrea; Temizel-Sekeryan, Sila; Kontar, Wissam; Ghamkhar, Ramin; Rodríguez Morris, Mónica",Resour Conserv Recycl,2020.0,257
fboinbl1,Medline; PMC,Development of Rift valley fever encephalitis in rats is mediated by early infection of olfactory epithelium and neuroinvasion across the cribriform plate,cc-by,"The zoonotic emerging Rift Valley fever virus (RVFV) causes sporadic disease in livestock and humans throughout Africa and the Saudi Arabian peninsula. Infection of people with RVFV can occur through mosquito bite or mucosal exposure during butchering or milking of infected livestock. Disease typically presents as a self-limiting fever; however, in rare cases, hepatitis, encephalitis and ocular disease may occur. Recent studies have illuminated the neuropathogenic mechanisms of RVFV in a rat aerosol infection model. Neurological disease in rats is characterized by breakdown of the blood–brain barrier late in infection, infiltration of leukocytes to the central nervous system (CNS) and massive viral replication in the brain. However, the route of RVFV entry into the CNS after inhalational exposure remains unknown. Here, we visualized the entire nasal olfactory route from snout to brain after RVFV infection using RNA in situ hybridization and immunofluorescence microscopy. We found widespread RVFV-infected cells within the olfactory epithelium, across the cribriform plate, and in the glomerular region of the olfactory bulb within 2 days of infection. These results indicate that the olfactory tract is a major route of infection of the brain after inhalational exposure. A better understanding of potential neuroinvasion pathways can support the design of more effective therapeutic regiments for the treatment of neurological disease caused by RVFV.",2020-11-24,"Boyles, Devin A.; Schwarz, Madeline M.; Albe, Joseph R.; McMillen, Cynthia M.; O'Malley, Katherine J.; Reed, Douglas S.; Hartman, Amy L.",J Gen Virol,2020.0,214
d9ujhedc,Medline; PMC; WHO,Use of medicines for covid-19 treatment in patients with loss of kidney function: a narrative review,cc-by,"Covid-19 has been identified as the cause of acute respiratory disease with interstitial and alveolar pneumonia, but it can affect several organs, such as kidneys, heart, blood, nervous system and digestive tract. The disease-causing agent (Sars-CoV-2) has a binding structure to the angiotensin-converting enzyme 2 (ACE2) receptor, enabling entry into cells that express ACE2, such as the pulmonary alveolar epithelial cells. However, studies also indicate the possibility of damage to renal cells, since these cells express high levels of ACE2. Currently, there is no evidence to indicate a specific treatment for covid-19. Several drugs have been used, and some of them may have their excretion process altered in patients with abnormal kidney function. To date, there are no studies that assist health professionals in adjusting the dose of these drugs. Thus, this study aims to review and discuss the topic, taking into account factors associated with kidney injury in covid-19, as well as pharmacokinetic aspects and dose recommendations of the main drugs used for covid-19.",2020-12-11,"Nunes, Lucas Lobato Acatauassu; Lima, Tácio de Mendonça",J Bras Nefrol,2020.0,165
tdvq55g7,Medline; PMC; WHO,The Perfect Cytokine Storm: Utilization of Lung Ultrasound During Urgent Surgery in an Infant With Multisystem Inflammatory Syndrome in Children and Hemophagocytic Lymphohistiocytosis,cc-by,"Reports of children with a temporal association to severe acute respiratory syndrome coronavirus-2 hospitalized with cardiogenic shock or Kawasaki-like disease began emerging in April 2020. In May 2020, the Centers for Disease Control and Prevention published the criteria for what came to be known as multisystem inflammatory syndrome in children, a postinfectious inflammatory immune response to coronavirus disease 2019 exposure. Hemophagocytic lymphohistiocytosis is a heterogeneous disease state associated with systemic hyperinflammation secondary to immune dysregulation. We describe the utility of perioperative lung ultrasound in an infant with both disease states.",2021-06-14,"Waterhouse, Michael A; Villion, Anrew; Manougian, Toni; Salik, Irim",Cureus,2021.0,90
ejxkc49z,MedRxiv; WHO,"Seroepidemiological Study of Novel Corona Virus (CoVID-19) in Tehran, Iran",medrxiv,"A novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has now spread to all countries of the world, including Iran. Although new anti-coronavirus antibodies in patients may be identified by immunological methods with sufficient sensitivity and specificity, the conclusive diagnosis of the disease is by the molecular RT-PCR process. We used a population-based seroepidemiological survey to quantify the proportion of the exposed population with SARS-CoV-2 antibodies and evaluated whether the antibodies are a marker of total or partial immunity to the proportion of the population that remains susceptible to the virus. This cross-sectional study was conducted to investigate the seroprevalence of CoVID-19 in Tehran, the capital of Iran, between April and end of October 2020. Specimens of clotted and heparinized blood (2ml) were collected from the patients. The serum and plasma were separated and stored at -80 C until use. We examined serum anti-SARS-CoV-2 IgG and IgM antibodies from 1375 in-patients admitted to our hospitals using ELISA kits. In total, 1375 participants were enrolled in this study, and SARS-CoV-2 antibodies were detected using IgM-IgG antibody assay in 291 patients. Among the seropositive patients studied, 187 were men (64.3%), and 104 were women (35.7%) (P<0.05). The mean age of the patients was 49 years; the majority (27%) were in age group 31-40 years. Also, the lowest frequency of cases was reported in the age group of 1-10 years (P <0.05). We determined the seroprevalence of SARS-CoV-2 for IgM or IgG antibodies to be 21.2%. Diabetes mellitus was the most common underlying disease among SARS-CoV-2 patients [P=0.05; Odd Ratio=1.61(0.90-2.91)]. Conventional serological assays in SARS-CoV-2 cases, such as the enzyme-linked immunoassay (ELISA) for specific IgM and IgG antibodies, have a high-throughput advantage and minimize false-negative rates that occur with the RT-PCR method. This study determined the seroprevalence of SARS-CoV-2 antibodies to be 21%. Control of diabetes among other cases factors shall play important role in management and control of COVID-19.",2021-01-20,"Tabanejad, Z.; Darvish, S.; Borjian Boroujeni, Z.; Asadi, S. S.; Mesri, M.; Raiesi, O.; Getso, M. I.; Zareei, M.",Unknown,2021.0,317
4au9vmlz,Elsevier; Medline; PMC; WHO,Modulation of immunosuppressant drug treatment to improve SARS-CoV-2 vaccine efficacy in mice,no-cc,"The COVID-19 pandemic dramatically demonstrated the need for improved vaccination strategies and therapeutic responses to combat infectious diseases. However, the efficacy of vaccines has not yet been demonstrated in combination with commonly used immunosuppressive drug regimens. We sought to determine how common pharmaceutical drugs used in autoimmune disorders can alter immune responses to the SARS-CoV-2 spike protein vaccination. We treated mice with five immunosuppressant drugs (cyclophosphamide, leflunomide, methotrexate, methylprednisolone, and mycophenolate mofetil), each with various mechanisms of action prior to and following immunization with SARS-CoV-2 spike protein. We assessed the functionality of antibody responses to spike protein and compared immune cell populations in mice that received no treatment with those that received continuous or temporarily suspended immune suppressive therapy. All tested immunosuppressants significantly reduced the antibody titers in serum and functional antibody response against SARS-CoV-2 spike protein in immunized mice. Temporarily halting selected immunosuppressants (methylprednisolone and methotrexate, but not cyclophosphamide) improved antibody responses significantly. Through proof-of-principle experiments utilizing a mouse model, we demonstrated that immune suppression in autoimmune disorders through pharmaceutical treatments may impair vaccine response to SARS-CoV-2, and temporary suspension of immunosuppressant treatment may be necessary to mount an effective antibody vaccine response. This work provides feasibility for future clinical assessment of the impact of immunosuppressants on vaccine efficacy in humans.",2021-12-31,"Paschall, Amy V.; Ozdilek, Ahmet; Briner, Sydney L.; Brindley, Melinda A.; Avci, Fikri Y.",Vaccine,2021.0,212
345xu9s2,Medline; PMC; WHO,Adolescents' Longitudinal School Engagement and Burnout Before and During COVID‐19—The Role of Socio‐Emotional Skills,cc-by,"This longitudinal study examined school engagement and burnout profiles among early and middle adolescents before and during COVID‐19, and within‐class latent change and stability in students’ socio‐emotional skills the profiles. The longitudinal data were collected in fall 2019 and 2020 from 1381 5th to 6th, and 1374 7th to 8th grade students. Using repeated measures latent profile analyses based on school engagement and burnout we identified five study well‐being change profiles in both samples showing structural similarity: normative (53% sample 1; 69% sample 2), moderate‐decreasing (4%; 5%), high‐decreasing (17%; 10%), low‐increasing (6%;7%) and moderate‐increasing (20%; 10%) groups. The groups with increasing study well‐being showed simultaneous increase in intrapersonal socio‐emotional competencies but showed less changes in interpersonal outcomes.",2021-08-26,"Salmela‐Aro, Katariina; Upadyaya, Katja; Vinni‐Laakso, Janica; Hietajärvi, Lauri",J Res Adolesc,2021.0,117
0cu6gi44,Medline; PMC; WHO,Hyperlocal Postcode Based Crowdsourced Surveillance Systems in the COVID-19 Pandemic Response,cc-by,"The SARS-CoV-2 pandemic has rapidly saturated healthcare resources across the globe and has led to a restricted screening process, hindering efforts at comprehensive case detection. This has not only facilitated community spread but has also resulted in an underestimation of the true incidence of disease, a statistic which is useful for policy making aimed at controlling the current pandemic and in preparing for future outbreaks. In this perspective, we present a crowdsourced platform developed by us for the true estimation of all SARS-CoV-2 infections in the community, through active self-reporting and layering other authentic datasets. The granularity of data captured by this system could prove to be useful in assisting governments to identify SARS-CoV-2 hotspots in the community facilitating lifting of restrictions in a controlled fashion.",2020-06-09,"Hegde, Ajay; Masthi, Ramesh; Krishnappa, Darshan",Front Public Health,2020.0,126
rucmn1n1,Medline; PMC,Quantitative Measurement of IgG to Severe Acute Respiratory Syndrome Coronavirus-2 Proteins Using ImmunoCAP,cc-by-nc,"BACKGROUND: Detailed understanding of the immune response to severe acute respiratory syndrome coronavirus (SARS-CoV)-2, the cause of coronavirus disease 2019 (CO­VID-19) has been hampered by a lack of quantitative antibody assays. OBJECTIVE: The objective was to develop a quantitative assay for IgG to SARS-CoV-2 proteins that could be implemented in clinical and research laboratories. METHODS: The biotin-streptavidin technique was used to conjugate SARS-CoV-2 spike receptor-binding domain (RBD) or nucleocapsid protein to the solid phase of the ImmunoCAP. Plasma and serum samples from patients hospitalized with COVID-19 (n = 60) and samples from donors banked before the emergence of COVID-19 (n = 109) were used in the assay. SARS-CoV-2 IgG levels were followed longitudinally in a subset of samples and were related to total IgG and IgG to reference antigens using an ImmunoCAP 250 platform. RESULTS: At a cutoff of 2.5 μg/mL, the assay demonstrated sensitivity and specificity exceeding 95% for IgG to both SARS-CoV-2 proteins. Among 36 patients evaluated in a post-hospital follow-up clinic, median levels of IgG to spike-RBD and nucleocapsid were 34.7 μg/mL (IQR 18–52) and 24.5 μg/mL (IQR 9–59), respectively. Among 17 patients with longitudinal samples, there was a wide variation in the magnitude of IgG responses, but generally the response to spike-RBD and to nucleocapsid occurred in parallel, with peak levels approaching 100 μg/mL, or 1% of total IgG. CONCLUSIONS: We have described a quantitative assay to measure IgG to SARS-CoV-2 that could be used in clinical and research laboratories and implemented at scale. The assay can easily be adapted to measure IgG to mutated COVID-19 proteins, has good performance characteristics, and has a readout in standardized units.",2021-02-23,"Keshavarz, Behnam; Wiencek, Joesph R.; Workman, Lisa J.; Straesser, Matthew D.; Muehling, Lyndsey M.; Canderan, Glenda; Drago, Fabrizio; Bonham, Catherine A.; Sturek, Jeffrey M.; Ramani, Chintan; McNamara, Coleen A.; Woodfolk, Judith A.; Kadl, Alexandra; Platts-Mills, Thomas A.E.; Wilson, Jeffrey M.",Int Arch Allergy Immunol,2021.0,272
ekdweo0s,Medline; PMC,Scale-up of prevention programmes: sustained state-wide use of programme delivery software is explained by normalised self-organised adoption and non-adoption,cc-by,"BACKGROUND: Population-level health promotion is often conceived as a tension between “top-down” and “bottom-up” strategy and action. We report behind-the-scenes insights from Australia’s largest ever investment in the “top-down” approach, the $45m state-wide scale-up of two childhood obesity programmes. We used Normalisation Process Theory (NPT) as a template to interpret the organisational embedding of the purpose-built software designed to facilitate the initiative. The use of the technology was mandatory for evaluation, i.e. for reporting the proportion of schools and childcare centres which complied with recommended health practices (the implementation targets). Additionally, the software was recommended as a device to guide the implementation process. We set out to study its use in practice. METHODS: Short-term, high-intensity ethnography with all 14 programme delivery teams across New South Wales was conducted, cross-sectionally, 4 years after scale-up began. The four key mechanisms of NPT (coherence/sensemaking, cognitive participation/engagement, collective action and reflexive monitoring) were used to describe the ways the technology had normalised (embedded). RESULTS: Some teams and practitioners embraced how the software offered a way of working systematically with sites to encourage uptake of recommended practices, while others rejected it as a form of “mechanisation”. Conscious choices had to be made at an individual and team level about the practice style offered by the technology—thus prompting personal sensemaking, re-organisation of work, awareness of choices by others and reflexivity about professional values. Local organisational arrangements allowed technology users to enter data and assist the work of non-users—collective action that legitimised opposite behaviours. Thus, the technology and the programme delivery style it represented were normalised by pathways of adoption and non-adoption. Normalised use and non-use were accepted and different choices made by local programme managers were respected. State-wide, implementation targets are being reported as met. CONCLUSION: We observed a form of self-organisation where individual practitioners and teams are finding their own place in a new system, consistent with complexity-based understandings of fostering scale-up in health care. Self-organisation could be facilitated with further cross-team interaction to continuously renew and revise sensemaking processes and support diverse adoption choices across different contexts.",2022-01-15,"Goldberg, Eileen; Conte, Kathleen; Loblay, Victoria; Groen, Sisse; Persson, Lina; Innes-Hughes, Christine; Mitchell, Jo; Milat, Andrew; Williams, Mandy; Green, Amanda; Hawe, Penelope",Implement Sci,2022.0,343
n0uah8ln,Medline; PMC,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation,cc-by,"BACKGROUND: The COVID-19 pandemic has caused major disruptions worldwide since March 2020. The experience of the 1918 influenza pandemic demonstrated that decreases in the infection rates of COVID-19 do not guarantee continuity of the trend. OBJECTIVE: The aim of this study was to develop a precise spread model of COVID-19 with time-dependent parameters via deep learning to respond promptly to the dynamic situation of the outbreak and proactively minimize damage. METHODS: In this study, we investigated a mathematical model with time-dependent parameters via deep learning based on forward-inverse problems. We used data from the Korea Centers for Disease Control and Prevention (KCDC) and the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University for Korea and the other countries, respectively. Because the data consist of confirmed, recovered, and deceased cases, we selected the susceptible-infected-recovered (SIR) model and found approximated solutions as well as model parameters. Specifically, we applied fully connected neural networks to the solutions and parameters and designed suitable loss functions. RESULTS: We developed an entirely new SIR model with time-dependent parameters via deep learning methods. Furthermore, we validated the model with the conventional Runge-Kutta fourth order model to confirm its convergent nature. In addition, we evaluated our model based on the real-world situation reported from the KCDC, the Korean government, and news media. We also crossvalidated our model using data from the CSSE for Italy, Sweden, and the United States. CONCLUSIONS: The methodology and new model of this study could be employed for short-term prediction of COVID-19, which could help the government prepare for a new outbreak. In addition, from the perspective of measuring medical resources, our model has powerful strength because it assumes all the parameters as time-dependent, which reflects the exact status of viral spread.",2020-09-09,"Jung, Se Young; Jo, Hyeontae; Son, Hwijae; Hwang, Hyung Ju",J Med Internet Res,2020.0,291
jh4i25v5,Medline; PMC,Online socializing among men who have sex with men and transgender people in Nairobi and Johannesburg and implications for public health‐related research and health promotion: an analysis of qualitative and respondent‐driven sampling survey data,cc-by,"INTRODUCTION: There is little published literature about gay, bisexual and other men who have sex with men and transgender individuals (MSM and TG)’s use of social media in sub‐Saharan Africa, despite repressive social and/or criminalizing contexts that limit access to physical HIV prevention. We sought to describe MSM and TG’s online socializing in Nairobi and Johannesburg, identifying the characteristics of those socializing online and those not, in order to inform the development of research and health promotion in online environments. METHODS: Respondent‐driven sampling surveys were conducted in 2017 in Nairobi (n = 618) and Johannesburg (n = 301) with those reporting current male gender identity or male sex assigned at birth and sex with a man in the last 12 months. Online socializing patterns, sociodemographic, sexual behaviour and HIV‐testing data were collected. We examined associations between social media use and sociodemographic characteristics and sexual behaviours among all, and only those HIV‐uninfected, using logistic regression. Analyses were RDS‐II weighted. Thirty qualitative interviews were conducted with MSM and TG in each city, which examined the broader context of and motivations for social media use. RESULTS: Most MSM and TG had used social media to socialize with MSM in the last month (60% Johannesburg, 71% Nairobi), mostly using generic platforms (e.g. Facebook), but also gay‐specific (e.g. Grindr). HIV‐uninfected MSM and TG reporting riskier recent sexual behaviours had raised odds of social media use in Nairobi, including receptive anal intercourse (adjusted OR = 2.15, p = 0.006), buying (aOR = 2.24, p = 0.015) and selling sex with men (aOR = 2.17, p = 0.004). Evidence for these associations was weaker in Johannesburg, though socializing online was associated with condomless anal intercourse (aOR = 3.67, p = 0.003) and active syphilis (aOR = 13.50, p = 0.016). Qualitative findings indicated that while online socializing can limit risk of harm inherent in face‐to‐face interactions, novel challenges were introduced, including context collapse and a fear of blackmail. CONCLUSIONS: Most MSM and TG in these cities socialize online regularly. Users reported HIV acquisition risk behaviours, yet this space is not fully utilized for sexual health promotion and research engagement. Effective, safe and acceptable means of using online channels to engage with MSM/TG that account for MSM and TG’s strategies and concerns for managing online security should now be explored, as complements or alternatives to existing outreach.",2020-10-01,"Fearon, Elizabeth; Bourne, Adam; Tenza, Siyanda; Palanee‐Phillips, Thesla; Kabuti, Rhoda; Weatherburn, Peter; Nutland, Will; Kimani, Joshua; Smith, Adrian D",J Int AIDS Soc,2020.0,389
e4gk8gti,Medline; PMC; WHO,A Case Report of COVID-19 in a Living Kidney Transplant Recipient: A Challenging Case with Complete Rehabilitation,cc-by,"Adjustment of immunosuppressive and COVID-19 treatment in terms of drug interactions is still challenging. Herein, we report a 45-year-old woman with end-stage renal disease due to autosomal dominant polycystic diseases (ADPKD) with COVID-19 and pulmonary involvement following kidney transplantation. The patient was properly treated by discontinuation of immunosuppressive drugs, bronchoscopy, and high volume of blood transfusions. The fact that we quickly used early intubation and a new treatment regimen that suppressed immune systems may help physicians develop optimal treatment strategies for similar severe cases. However, this treatment method requires more detailed evaluations due to the contradictory results in reviewing other studies.",2022-01-17,"Poor Zamany Nejat Kermaney, Mahtab; Hamidi Madani, Mohammad; Bonakdar Hashemi, Milad; Zadmehr, Alireza; Dadpour, Mehdi; Roodneshin, Fatemeh",Case Rep Urol,2022.0,101
b546csqt,Medline; PMC,COVID-19 and the urological practice: changes and future perspectives,cc-by-nc-sa,"INTRODUCTION: The COVID-19 pandemic has brought great challenges to the management of urological patients. Like most surgical specialties, urology has shifted towards an emergency mentality. Currently, the beginning of the de-escalation phase of the pandemic has been observed, which will certainly pose new challenges to the urological community. MATERIAL AND METHODS: A non-systematic search was conducted through the Medline and Web of Science databases. The main keywords used in the search were: ‘COVID-19’, ‘SARS-CoV-2’, ‘urology’. The search included articles without time and language limitation. RESULTS: During the peak of the COVID-19 pandemic urological services had to focus on maintaining urgent-oncological and emergency-trauma procedures. First adapted recommendations were released at the end of March 2020. Primarily, they included information regarding the prioritization of surgical procedures. Currently, the beginning of the de-escalation phase in many countries has forced the necessity of establishing new degrees of priority for surgical interventions. During the COVID-19 pandemic, cancellations and rescheduling significantly extend the waiting time for outpatient appointments and surgical procedures. A network of expert high-volume centres, at every level of referentiality, should guarantee the continuity of oncological care, supported with telemedicine systems. The COVID-19 pandemic has caused a substantial decrease in clinical activity of urology residents. There also is huge potential for remote technology to address and improve education and training continuation in this field. CONCLUSIONS: Urological care has been severely impaired by the COVID-19 pandemic. Urologists must adapt to the dynamically changing reality, prioritizing the safety and well-being of their patients and their clinic workforce.",2020-08-01,"Nowak, Łukasz; Krajewski, Wojciech; Kiełb, Paweł; Śliwa, Anna; Zdrojowy-Wełna, Aleksandra; Zdrojowy, Romuald",Cent European J Urol,2020.0,251
